,Unnamed: 0,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night,number of call in morning,number of call in afternoon,number of call in evening,number of call in night,number of Bluetooth contacts morning,number of Bluetooth contacts afternoon,number of Bluetooth contacts evening,number of Bluetooth contacts night,conversation in morning,conversation in afternoon,conversation in evening,conversation in night
833,2747,u53,2013-05-27,7,7,7,7,1,1,1,1,2,3,3,3,0.0,0.85,10.433333333333334,7.68939393939394
834,2748,u53,2013-05-28,7,9,9,7,1,1,1,1,3,6,4,4,0.0,61.608333333333334,14.393333333333334,5.125
835,2749,u53,2013-05-29,12,15,16,10,1,1,1,1,4,16,2,4,1.590740740740741,13.977777777777778,0.0,2.8462962962962965
836,2750,u53,2013-05-30,13,14,18,13,1,1,1,1,2,2,1,3,0.0,6.464814814814814,4.691666666666667,2.9796296296296294
837,2751,u53,2013-05-31,6,6,6,6,1,1,1,1,2,1,1,2,1.975,2.35,0.0,2.395833333333333
838,2754,u54,2013-03-27,0,17,34,0,0,3,6,0,0,7,11,0,0.0,19.92142857142857,8.48,0.0
839,2755,u54,2013-03-28,17,32,42,21,1,2,4,3,3,5,6,3,0.0,6.454545454545456,6.985087719298246,4.158333333333333
840,2756,u54,2013-03-29,21,43,27,29,1,3,5,2,1,9,4,3,0.0,27.474999999999998,13.415740740740741,0.95
841,2757,u54,2013-03-30,24,32,32,28,1,2,4,2,2,2,3,3,22.494444444444444,14.573333333333334,30.979629629629628,33.32083333333333
842,2758,u54,2013-03-31,23,39,35,32,1,4,3,2,0,3,4,2,7.50625,16.716666666666665,31.001666666666672,26.219696969696965
843,2759,u54,2013-04-01,0,20,21,35,0,1,2,2,0,7,6,3,2.35,16.270000000000003,12.554761904761904,11.867500000000001
844,2760,u54,2013-04-02,9,23,30,22,1,1,3,2,1,6,9,5,0.0,0.0,6.922619047619048,16.744444444444444
845,2761,u54,2013-04-03,21,19,33,17,1,1,5,1,3,9,7,2,4.183333333333334,2.0124999999999997,0.0,0.0
846,2762,u54,2013-04-04,17,23,28,26,1,2,4,2,3,7,10,6,5.763888888888889,22.66388888888889,31.938095238095237,2.341666666666667
847,2763,u54,2013-04-05,18,26,32,27,1,1,4,3,2,6,4,5,0.0,32.80833333333333,4.066666666666666,0.0
848,2765,u54,2013-04-07,0,18,32,12,0,1,3,1,0,1,9,0,0.0,36.87777777777778,5.712121212121212,0.0
849,2766,u54,2013-04-08,21,34,35,28,3,1,4,2,3,5,0,4,0.0,0.0,25.333333333333332,0.0
850,2768,u54,2013-04-10,29,32,16,30,1,2,4,2,0,2,6,0,3.7916666666666665,5.166666666666666,17.316666666666666,3.8870370370370373
851,2769,u54,2013-04-11,10,20,24,11,1,1,2,1,2,6,8,1,27.399999999999995,11.094999999999999,0.0,13.470833333333333
852,2770,u54,2013-04-12,15,23,24,19,1,3,2,2,3,9,6,4,0.0,2.413888888888889,9.254761904761905,0.0
853,2771,u54,2013-04-13,23,11,24,29,1,2,3,3,2,1,4,2,1.25,19.95416666666667,5.261111111111111,5.716666666666667
854,2773,u54,2013-04-15,13,30,30,29,1,1,2,5,2,9,2,5,0.0,8.643333333333334,7.394871794871795,43.75555555555556
855,2774,u54,2013-04-16,19,37,41,45,1,1,5,5,2,8,9,10,0.0,0.0,3.611666666666667,2.2299999999999995
856,2775,u54,2013-04-17,30,38,42,39,1,1,1,2,3,8,4,7,0.0,0.0,4.263333333333334,0.0
857,2776,u54,2013-04-18,36,36,38,40,1,1,3,2,3,10,10,4,6.272222222222222,4.7733333333333325,8.25952380952381,6.591025641025642
858,2777,u54,2013-04-19,34,43,47,36,1,5,2,3,3,8,4,7,0.0,5.763492063492062,13.237179487179487,8.761904761904761
859,2778,u54,2013-04-20,32,51,51,38,1,2,3,1,3,4,2,6,0.0,7.786274509803922,9.001449275362317,10.989285714285714
860,2779,u54,2013-04-21,39,13,26,51,1,2,4,1,2,7,5,6,0.0,9.164102564102564,9.163492063492063,16.175
861,2780,u54,2013-04-22,22,34,42,29,1,1,3,4,3,4,9,5,0.0,7.9261904761904765,1.8333333333333335,4.453333333333333
862,2781,u54,2013-04-23,32,44,43,46,1,1,4,3,3,6,7,5,0.0,0.0,3.136111111111111,1.1833333333333333
863,2782,u54,2013-04-24,33,2,11,36,1,1,2,2,0,2,2,4,0.0,41.0,7.6030303030303035,1.1666666666666667
864,2783,u54,2013-04-25,21,23,22,22,2,1,2,3,2,3,4,5,5.273529411764706,9.153333333333332,20.791666666666668,8.37463768115942
865,2784,u54,2013-04-26,15,17,20,17,1,1,2,4,3,7,4,7,0.0,16.979166666666668,8.787037037037038,4.969696969696969
866,2785,u54,2013-04-27,20,34,14,23,1,2,2,3,0,4,3,0,0.0,20.2,12.832051282051282,5.366666666666668
867,2786,u54,2013-04-28,24,12,12,23,1,2,1,3,0,2,3,3,0.0,21.706249999999997,11.164814814814815,11.309523809523808
868,2787,u54,2013-04-29,5,13,22,18,0,2,4,2,1,2,0,1,0.0,3.8850000000000002,6.120987654320987,9.296491228070176
869,2791,u54,2013-05-03,15,23,13,21,1,2,3,1,0,5,2,0,2.35,7.227777777777778,9.26388888888889,2.754761904761905
870,2792,u54,2013-05-04,0,3,14,11,0,1,5,1,0,1,5,0,0.0,9.416666666666666,13.615555555555556,16.197916666666668
871,2793,u54,2013-05-05,3,9,16,11,1,1,2,1,0,2,7,0,1.7055555555555555,0.0,7.602083333333333,6.449999999999999
872,2794,u54,2013-05-06,11,13,25,13,1,1,3,2,3,2,11,5,3.749999999999999,0.0,5.321666666666667,10.365686274509802
873,2795,u54,2013-05-07,12,17,27,36,1,1,3,5,1,5,8,5,0.0,0.0,16.189999999999998,3.2
874,2796,u54,2013-05-08,9,15,6,23,1,2,2,3,0,3,5,8,0.0,7.414814814814814,7.216666666666667,14.703508771929823
875,2797,u54,2013-05-09,2,12,2,14,1,3,1,3,2,5,2,5,0.0,12.705,4.74,21.183333333333334
876,2799,u54,2013-05-29,31,21,21,32,2,4,1,2,3,9,4,7,15.441666666666666,24.155,1.5,8.826086956521738
877,2800,u54,2013-05-30,11,14,2,7,2,1,0,1,2,5,0,8,22.583333333333332,2.3583333333333334,0.0,8.928205128205127
878,2804,u56,2013-03-27,3,8,12,9,1,1,1,2,1,2,2,1,0.0,1.7866666666666666,4.458333333333334,0.0
879,2805,u56,2013-03-28,8,12,12,15,1,2,1,2,0,2,3,3,0.0,7.380000000000001,2.3958333333333335,10.110000000000003
880,2806,u56,2013-03-29,11,15,2,11,1,1,1,2,1,0,2,4,0.0,5.722222222222222,2.975,9.436666666666666
881,2807,u56,2013-03-30,1,2,6,1,1,1,1,1,0,7,7,3,0.0,5.302083333333334,10.411666666666667,16.008333333333333
882,2808,u56,2013-03-31,8,11,3,9,1,1,1,1,0,2,3,3,0.0,9.979166666666668,8.676666666666666,10.193055555555556
883,2809,u56,2013-04-01,7,8,9,8,1,1,2,1,0,2,4,0,0.0,1.1666666666666667,6.572222222222223,7.691666666666669
884,2810,u56,2013-04-02,10,11,14,10,1,1,1,1,1,3,3,1,0.0,0.0,41.958333333333336,0.0
885,2811,u56,2013-04-03,6,11,6,7,1,1,1,1,1,3,3,3,0.0,2.154166666666667,4.969444444444445,13.11875
886,2812,u56,2013-04-04,5,14,16,13,1,1,1,2,1,3,4,3,0.0,3.755555555555556,7.285416666666666,6.6916666666666655
887,2813,u56,2013-04-05,15,20,5,15,1,1,1,1,1,2,4,4,0.0,2.9416666666666664,8.7,5.02
888,2814,u56,2013-04-06,4,4,4,4,1,1,1,1,0,0,4,0,0.0,7.33125,29.081481481481482,20.470833333333335
889,2815,u56,2013-04-07,4,4,6,4,1,1,1,1,0,0,0,2,0.0,5.435416666666667,15.79102564102564,15.733333333333334
890,2816,u56,2013-04-08,6,7,8,6,1,1,1,1,0,3,2,0,0.0,10.968055555555557,2.487878787878788,1.3388888888888888
891,2817,u56,2013-04-09,7,7,7,7,1,1,1,1,1,4,7,2,0.0,5.794444444444443,9.1875,14.045238095238096
892,2818,u56,2013-04-10,7,7,9,7,1,1,1,1,1,3,4,1,0.0,3.9409090909090905,11.990277777777777,15.841666666666669
893,2819,u56,2013-04-11,8,8,8,8,1,1,1,1,1,0,2,4,0.0,4.291666666666666,3.3583333333333334,15.883333333333331
894,2820,u56,2013-04-12,9,9,9,9,1,1,1,1,0,2,2,0,0.0,4.144444444444445,4.29074074074074,5.291666666666666
895,2821,u56,2013-04-13,9,9,9,9,1,1,1,1,0,0,0,3,2.5999999999999996,6.591666666666667,19.665625,7.6796296296296305
896,2822,u56,2013-04-14,9,9,9,9,1,1,1,1,0,1,0,1,0.0,3.391666666666667,8.44513888888889,8.903030303030302
897,2823,u56,2013-04-15,9,9,9,9,1,1,1,1,0,2,4,0,0.0,1.9791666666666667,7.5346153846153845,10.670833333333333
898,2824,u56,2013-04-16,9,9,9,9,1,1,1,1,1,3,3,3,0.0,11.73,7.0440476190476184,23.538888888888888
899,2825,u56,2013-04-17,9,9,9,9,1,1,1,1,1,2,3,1,0.0,3.161111111111111,9.50462962962963,5.52962962962963
900,2826,u56,2013-04-18,9,9,9,9,1,1,1,1,1,2,2,5,0.6666666666666666,2.9333333333333336,8.8625,11.227380952380951
901,2827,u56,2013-04-19,10,10,10,9,1,1,1,1,1,7,3,5,0.0,8.994444444444445,10.952083333333333,35.878571428571426
902,2829,u56,2013-04-21,10,10,10,10,1,1,1,1,1,1,2,1,1.2666666666666666,11.92962962962963,6.596825396825396,11.53888888888889
903,2830,u56,2013-04-22,10,10,10,10,1,1,1,1,1,3,2,1,0.0,4.852777777777778,5.123809523809525,11.24047619047619
904,2831,u56,2013-04-23,10,10,10,10,1,1,1,1,1,2,4,2,0.0,6.663888888888889,26.256666666666668,5.464583333333334
905,2832,u56,2013-04-24,10,10,10,10,1,1,1,1,1,5,3,2,0.0,7.206250000000001,5.0929824561403505,13.502380952380955
906,2833,u56,2013-04-25,10,10,10,10,1,1,1,1,1,3,4,1,0.0,4.977777777777778,5.662698412698413,0.0
907,2834,u56,2013-04-26,10,10,10,10,1,1,1,1,1,3,3,2,0.0,4.538888888888889,4.444999999999999,10.258333333333333
908,2835,u56,2013-04-27,10,10,10,10,1,1,1,1,0,1,1,0,0.0,2.8499999999999996,9.84259259259259,13.49
909,2836,u56,2013-04-28,10,10,11,10,1,1,1,1,0,1,0,0,0.0,3.29375,10.036111111111111,10.221666666666668
910,2837,u56,2013-04-29,11,11,11,11,1,1,1,1,0,2,3,0,1.85,4.395238095238095,10.40625,26.64583333333333
911,2838,u56,2013-04-30,11,11,11,11,1,1,1,1,1,2,3,1,0.0,8.813333333333333,7.09047619047619,14.831249999999999
912,2839,u56,2013-05-01,11,11,11,11,1,1,1,1,0,4,3,1,0.0,5.266666666666667,8.176190476190476,2.8555555555555556
913,2840,u56,2013-05-02,12,12,12,12,1,1,1,1,1,3,3,1,0.85,9.328571428571427,5.35,5.463333333333333
914,2841,u56,2013-05-03,12,12,12,12,1,1,1,1,1,3,2,1,0.0,4.0095238095238095,3.418333333333333,8.107843137254902
915,2842,u56,2013-05-04,12,12,12,12,1,1,1,1,1,3,1,2,0.0,0.0,0.0,5.407142857142856
916,2846,u56,2013-05-13,0,2,2,0,0,1,1,0,0,1,4,0,0.0,12.104166666666668,7.645833333333334,0.0
917,2847,u56,2013-05-14,2,2,3,2,1,1,1,1,1,2,6,1,0.0,4.202380952380952,17.12142857142857,2.4333333333333336
918,2848,u56,2013-05-15,2,2,2,2,1,1,1,1,1,3,2,2,0.0,5.883333333333333,7.745833333333334,15.66
919,2849,u56,2013-05-16,3,3,3,3,1,1,1,1,1,3,3,3,0.0,3.204761904761905,4.8122807017543865,16.47
920,2850,u56,2013-05-17,4,4,4,4,1,1,1,1,2,3,1,1,1.0,6.545833333333333,5.88611111111111,4.875
921,2851,u56,2013-05-18,4,4,4,4,1,1,1,1,1,0,1,1,0.0,6.9,14.37222222222222,0.0
922,2852,u56,2013-05-19,4,3,3,4,1,1,1,1,0,1,2,1,0.0,15.8625,19.564285714285713,5.322222222222222
923,2853,u56,2013-05-20,3,3,3,3,1,1,1,1,1,2,2,1,0.0,4.546296296296296,4.996969696969697,22.23888888888889
924,2854,u56,2013-05-21,3,4,4,3,1,1,1,1,1,4,3,2,0.0,5.071428571428571,10.038095238095238,5.483333333333333
925,2855,u56,2013-05-22,4,4,4,4,1,1,1,1,1,3,1,2,0.0,3.761111111111111,6.850757575757577,2.835714285714286
926,2856,u56,2013-05-23,4,4,4,4,1,1,1,1,1,2,2,2,0.0,4.000000000000001,8.993055555555555,4.716666666666667
927,2857,u56,2013-05-24,4,4,4,4,1,1,1,1,1,2,1,7,0.0,3.974074074074073,2.7699999999999996,3.6680555555555556
928,2858,u56,2013-05-25,4,4,4,4,1,1,1,1,1,1,2,4,0.0,6.05,8.626666666666667,27.788888888888888
929,2859,u56,2013-05-26,4,0,2,4,1,0,1,1,1,0,2,2,0.0,0.0,2.2102564102564104,3.8190476190476192
930,2860,u56,2013-05-27,2,2,2,2,1,1,1,1,1,3,2,3,0.0,3.3208333333333337,11.171052631578949,4.116666666666667
931,2861,u56,2013-05-28,3,0,3,3,1,0,1,1,2,0,3,2,1.6833333333333331,0.0,3.5742424242424238,19.59083333333333
932,2862,u56,2013-05-29,3,3,3,3,1,1,1,1,1,3,4,1,0.0,4.366666666666667,9.976470588235296,1.1666666666666667
933,2863,u56,2013-05-30,3,4,4,3,1,1,1,1,1,2,5,3,0.0,4.876666666666667,12.458333333333332,6.12037037037037
934,2864,u56,2013-05-31,4,5,5,4,1,1,1,1,0,1,2,3,0.0,8.393333333333334,11.918055555555554,20.740000000000002
935,2871,u57,2013-03-27,5,12,11,8,1,1,1,1,0,6,6,0,0.0,14.653703703703703,18.060416666666665,0.0
936,2872,u57,2013-03-28,2,11,15,4,1,1,2,1,0,7,2,2,0.0,23.663333333333334,7.450980392156862,46.449999999999996
937,2873,u57,2013-03-29,8,16,20,13,1,2,1,1,1,4,2,3,0.0,30.256666666666668,19.056666666666665,70.87777777777778
938,2874,u57,2013-03-30,10,9,11,8,2,1,1,1,0,2,9,2,0.0,14.533333333333333,15.91282051282051,19.345833333333335
939,2875,u57,2013-03-31,1,10,8,8,1,1,1,1,0,2,7,3,0.0,22.677777777777777,8.138541666666667,25.377777777777776
940,2876,u57,2013-04-01,5,12,15,7,1,1,2,1,0,8,6,3,0.0,18.62857142857143,43.425,7.547435897435897
941,2877,u57,2013-04-02,9,21,8,12,1,1,1,3,0,6,4,6,0.0,2.9199999999999995,12.672222222222224,15.704545454545451
942,2878,u57,2013-04-03,4,12,10,10,1,1,1,1,0,7,5,2,0.0,13.28888888888889,9.778888888888892,9.129629629629628
943,2879,u57,2013-04-04,10,19,7,13,1,2,1,2,0,6,4,4,0.0,6.658333333333333,8.307407407407407,31.677777777777777
944,2880,u57,2013-04-05,2,9,9,12,1,2,1,1,1,4,9,5,0.0,6.230555555555554,5.471052631578948,5.63611111111111
945,2881,u57,2013-04-06,9,6,16,10,1,1,1,1,3,3,3,5,5.7,2.25,1.8,5.63125
946,2882,u57,2013-04-07,7,5,14,6,1,1,1,1,2,2,6,2,2.1833333333333336,0.0,2.4555555555555553,9.510000000000002
947,2883,u57,2013-04-08,3,12,15,4,1,1,2,1,3,8,2,2,1.2583333333333333,3.742592592592592,13.73076923076923,1.1833333333333333
948,2884,u57,2013-04-09,3,9,9,12,1,1,1,1,0,4,7,7,0.0,11.677083333333332,14.59027777777778,16.172916666666666
949,2885,u57,2013-04-10,9,14,14,15,1,1,1,2,0,6,7,2,0.0,20.14666666666667,6.186956521739131,24.304166666666667
950,2886,u57,2013-04-11,5,9,16,7,1,1,1,1,0,6,6,3,0.0,10.905000000000001,11.229166666666666,33.675
951,2887,u57,2013-04-12,10,14,18,13,1,1,1,1,0,5,5,2,0.0,8.45952380952381,9.371568627450982,14.640476190476189
952,2888,u57,2013-04-13,14,20,22,18,1,1,2,1,1,3,5,7,0.0,2.7595238095238095,18.720000000000002,22.388333333333332
953,2889,u57,2013-04-14,10,12,16,23,1,1,1,1,0,3,9,5,0.0,3.8263157894736834,9.580952380952382,29.77
954,2890,u57,2013-04-15,1,9,10,14,1,2,1,1,0,6,6,3,0.0,35.541666666666664,15.591666666666667,3.597101449275363
955,2891,u57,2013-04-16,7,14,13,10,1,1,1,1,1,1,4,2,0.0,6.264285714285714,18.574242424242424,9.092156862745098
956,2892,u57,2013-04-17,10,10,12,11,1,1,2,1,3,2,3,1,7.326666666666666,4.483333333333333,10.609999999999998,5.866666666666667
957,2893,u57,2013-04-18,10,15,12,13,1,2,1,1,1,7,6,7,0.0,13.589583333333334,3.77037037037037,12.115277777777779
958,2894,u57,2013-04-19,3,8,12,13,1,1,2,1,1,7,7,2,0.0,8.137878787878789,24.65909090909091,20.355555555555558
959,2895,u57,2013-04-20,8,16,8,8,1,1,1,1,1,0,9,3,9.364583333333334,17.578333333333333,1.0,41.442857142857136
960,2896,u57,2013-04-21,5,8,8,10,1,1,2,1,0,3,10,2,14.722222222222221,32.605555555555554,7.296666666666667,21.628333333333334
961,2897,u57,2013-04-22,2,8,9,6,1,1,1,1,1,10,3,7,0.0,13.776666666666667,16.70952380952381,9.713333333333335
962,2898,u57,2013-04-23,3,8,6,8,1,1,2,1,1,3,6,3,3.9277777777777776,2.436111111111111,11.734722222222224,17.065
963,2899,u57,2013-04-24,5,15,11,9,1,3,1,1,2,4,4,4,6.233333333333333,4.63939393939394,14.373958333333334,9.1
964,2900,u57,2013-04-25,7,10,8,12,1,1,2,1,0,5,11,6,0.0,14.952083333333334,13.158888888888889,4.407843137254901
965,2901,u57,2013-04-26,4,11,12,7,1,1,4,1,2,2,6,4,0.0,21.33809523809524,8.125,18.021428571428572
966,2902,u57,2013-04-27,13,6,12,16,1,1,1,1,2,5,6,2,32.47777777777778,6.671666666666667,2.82,22.534848484848485
967,2903,u57,2013-04-28,7,7,11,7,1,1,3,2,3,2,4,3,5.116666666666666,19.08888888888889,10.05952380952381,11.132575757575758
968,2904,u57,2013-04-29,10,11,15,11,1,1,1,2,2,4,4,7,0.0,15.359259259259257,2.0166666666666666,3.2015151515151516
969,2905,u57,2013-04-30,10,15,12,12,1,1,1,2,3,5,13,3,3.6750000000000003,4.808333333333334,8.175555555555556,13.129166666666666
970,2906,u57,2013-05-01,4,13,11,16,1,1,2,2,1,8,7,6,2.0166666666666666,15.183333333333335,13.098958333333336,5.120833333333334
971,2907,u57,2013-05-02,7,11,10,15,1,1,2,2,1,7,8,4,0.0,3.902564102564102,7.331818181818181,24.28125
972,2908,u57,2013-05-03,8,5,12,12,1,1,2,1,0,6,6,4,0.0,50.9,22.278571428571432,19.558333333333334
973,2909,u57,2013-05-04,4,7,11,8,1,1,2,2,3,1,8,4,17.669444444444444,6.390476190476191,5.866666666666666,13.819999999999999
974,2910,u57,2013-05-05,8,11,10,10,1,1,2,1,2,6,10,4,4.303333333333333,11.311111111111112,8.232407407407408,8.819230769230769
975,2911,u57,2013-05-06,10,11,16,12,1,1,1,1,1,11,7,7,0.0,6.808333333333334,12.67857142857143,9.583333333333332
976,2912,u57,2013-05-07,6,9,13,13,1,1,5,2,0,7,6,3,0.0,3.163333333333333,6.676315789473684,4.996825396825397
977,2913,u57,2013-05-08,5,16,13,13,1,1,1,1,1,9,15,3,2.35,5.846666666666667,10.05,4.078125
978,2914,u57,2013-05-09,3,10,8,14,1,1,1,1,1,8,6,5,1.1666666666666667,10.944444444444445,15.170000000000002,28.252380952380953
979,2915,u57,2013-05-10,6,10,14,6,1,1,1,1,0,3,7,1,0.0,5.519444444444445,6.2325396825396835,15.158333333333331
980,2916,u57,2013-05-11,12,13,11,16,1,1,1,3,3,1,4,7,10.28,10.355,25.77,5.77037037037037
981,2917,u57,2013-05-12,2,9,7,5,1,2,2,2,0,3,13,7,2.0166666666666666,7.9750000000000005,4.485,30.629166666666666
982,2918,u57,2013-05-13,7,13,8,8,1,1,1,1,0,12,8,3,0.0,9.0725,10.283333333333333,16.1
983,2919,u57,2013-05-14,6,17,15,11,1,1,1,2,1,5,13,5,0.0,2.5166666666666666,12.12444444444444,9.308974358974359
984,2920,u57,2013-05-15,4,9,8,11,1,1,2,1,1,8,5,8,0.0,7.249166666666667,10.471428571428573,6.683333333333334
985,2921,u57,2013-05-16,4,13,15,7,1,2,3,1,1,5,14,10,0.0,9.325,12.820833333333333,52.68333333333333
986,2922,u57,2013-05-17,5,9,11,8,1,1,1,1,1,5,9,5,0.0,15.196296296296298,26.75185185185185,15.8
987,2923,u57,2013-05-18,7,11,13,8,1,1,1,1,5,3,5,9,3.2999999999999994,6.656666666666666,10.64111111111111,21.523809523809526
988,2924,u57,2013-05-19,4,8,9,9,1,1,1,2,2,2,10,8,7.058333333333334,0.0,10.658333333333333,13.322727272727274
989,2925,u57,2013-05-20,2,8,14,10,1,1,1,1,1,10,7,13,0.0,6.230555555555557,24.476190476190478,13.807692307692308
990,2926,u57,2013-05-21,3,11,6,9,1,1,1,1,0,7,9,7,0.0,5.785185185185185,8.677450980392157,8.565000000000001
991,2927,u57,2013-05-22,3,12,16,12,1,1,3,1,0,8,13,10,0.0,5.644444444444444,11.156666666666668,10.71888888888889
992,2928,u57,2013-05-23,7,13,7,13,1,1,1,1,0,4,8,6,0.0,2.3133333333333335,5.694166666666666,9.3640350877193
993,2929,u57,2013-05-24,6,9,7,8,1,1,2,1,3,7,3,6,3.8666666666666667,8.636666666666667,19.256666666666668,8.301960784313724
994,2930,u57,2013-05-25,4,13,11,7,1,2,1,1,0,6,8,6,6.043333333333333,5.44,8.92314814814815,12.818627450980394
995,2931,u57,2013-05-26,7,14,14,7,1,2,1,1,0,8,10,0,2.183333333333333,4.671428571428572,9.602380952380955,4.7
996,2932,u57,2013-05-27,9,12,14,11,1,2,1,1,5,9,23,10,2.7,4.791176470588235,8.67843137254902,12.83157894736842
997,2933,u57,2013-05-28,5,8,8,4,1,1,1,2,11,32,10,21,8.054761904761905,4.233333333333333,7.624999999999998,7.371568627450979
998,2934,u57,2013-05-29,8,10,10,9,1,2,1,3,11,11,18,23,11.850980392156863,18.13333333333333,22.547619047619047,6.145333333333333
999,2935,u57,2013-05-30,6,12,10,9,1,2,3,1,7,22,37,16,8.28095238095238,8.162962962962963,13.685714285714283,9.241666666666667
1000,2936,u57,2013-05-31,10,11,12,11,1,3,1,1,13,38,9,24,9.79607843137255,6.655555555555556,0.0,23.051515151515154
1001,2937,u57,2013-06-01,10,16,13,12,1,1,1,2,0,0,0,12,0.0,0.0,0.0,4.165
1002,2942,u58,2013-03-27,11,12,13,14,1,1,1,1,0,2,2,0,0.0,13.5,30.52708333333333,24.033333333333335
1003,2943,u58,2013-03-28,10,11,12,13,1,1,1,1,0,2,1,2,0.0,7.768518518518521,5.308333333333334,26.18333333333333
1004,2944,u58,2013-03-29,12,19,17,15,1,1,1,1,0,3,1,1,0.0,8.952222222222222,18.714814814814815,2.2083333333333335
1005,2945,u58,2013-03-30,11,14,16,13,1,1,1,1,0,0,2,1,0.0,25.666666666666664,24.183333333333334,33.69666666666667
1006,2946,u58,2013-03-31,11,12,11,13,1,1,1,1,1,1,0,1,29.416666666666668,18.993333333333332,24.673076923076923,50.588888888888896
1007,2947,u58,2013-04-01,11,17,12,11,1,1,1,1,0,3,3,1,0.0,19.2875,8.762962962962963,43.054761904761904
1008,2948,u58,2013-04-02,9,13,15,11,1,2,2,1,0,1,3,1,0.0,10.000000000000002,8.312962962962963,23.441666666666663
1009,2949,u58,2013-04-03,1,4,13,19,1,2,2,1,0,5,3,1,0.0,19.623333333333335,20.515151515151516,15.273333333333332
1010,2950,u58,2013-04-04,8,10,16,12,1,2,1,2,0,1,0,1,44.6,10.207291666666666,7.95925925925926,0.0
1011,2951,u58,2013-04-05,7,8,10,11,1,1,2,1,0,3,0,0,0.0,10.665,16.251190476190477,14.2
1012,2952,u58,2013-04-06,6,10,8,7,1,1,3,2,0,2,5,0,0.0,7.713888888888889,75.30416666666666,21.78333333333333
1013,2953,u58,2013-04-07,1,7,8,10,1,2,2,1,0,0,2,3,0.0,1.9476190476190476,9.933333333333334,9.266666666666667
1014,2954,u58,2013-04-08,5,9,7,7,1,1,1,1,0,3,1,1,0.0,11.665000000000001,7.123333333333333,1.7866666666666666
1015,2955,u58,2013-04-09,6,10,12,9,1,3,2,1,1,3,0,0,0.0,16.187179487179485,3.68030303030303,11.852380952380951
1016,2956,u58,2013-04-10,6,17,11,7,1,2,1,1,0,5,2,1,0.0,10.88452380952381,14.053846153846154,23.65
1017,2957,u58,2013-04-11,5,0,13,7,1,0,2,2,1,0,1,2,0.0,0.0,9.171666666666669,20.831249999999997
1018,2958,u58,2013-04-12,3,7,14,11,1,1,3,2,0,4,2,2,0.0,19.63452380952381,2.9333333333333336,14.281481481481482
1019,2959,u58,2013-04-13,1,6,6,11,1,1,4,1,0,1,2,1,0.0,10.63974358974359,16.044444444444444,15.474074074074073
1020,2960,u58,2013-04-14,4,4,4,5,1,1,1,1,0,1,0,1,0.0,9.304166666666667,18.527777777777782,11.364102564102563
1021,2961,u58,2013-04-15,4,4,7,4,1,1,1,1,0,3,2,0,4.283333333333333,8.507894736842106,4.302083333333333,7.586111111111111
1022,2962,u58,2013-04-16,7,7,7,7,1,1,1,1,0,1,2,1,0.0,9.062222222222223,4.927777777777778,1.0083333333333333
1023,2963,u58,2013-04-17,6,7,8,7,1,1,1,1,0,3,3,0,0.0,39.666666666666664,7.196428571428571,9.287777777777778
1024,2964,u58,2013-04-18,5,3,3,17,1,1,1,1,0,3,1,1,0.0,19.924074074074074,48.60952380952381,34.38888888888889
1025,2965,u58,2013-04-19,3,4,7,5,1,1,1,1,0,2,3,2,0.0,0.0,0.0,51.70666666666666
1026,2967,u58,2013-04-21,3,7,4,6,1,1,1,1,0,1,4,0,0.0,0.0,3.690740740740741,0.0
1027,2968,u58,2013-04-22,2,6,5,6,1,1,1,1,0,5,1,0,0.0,31.026666666666664,0.0,8.75462962962963
1028,2977,u58,2013-05-01,4,7,4,4,1,1,1,1,0,3,2,2,0.0,11.597619047619046,11.951515151515151,0.0
1029,2978,u58,2013-05-02,3,4,4,4,1,1,1,1,0,2,2,2,1.1666666666666667,2.7833333333333337,0.0,11.122222222222225
1030,2981,u58,2013-05-05,5,4,8,6,1,1,1,1,1,0,5,2,0.0,0.0,2.638888888888889,0.0
1031,2982,u58,2013-05-06,3,4,4,8,1,1,1,1,0,6,2,3,4.377777777777777,6.902777777777778,6.624074074074074,28.192857142857143
1032,2983,u58,2013-05-07,3,4,5,4,1,1,1,1,0,1,2,1,2.183333333333333,13.353333333333335,3.5125,4.197619047619048
1033,2984,u58,2013-05-08,6,5,4,5,1,1,1,1,0,3,2,3,0.0,1.65,5.079761904761905,0.0
1034,2985,u58,2013-05-09,4,6,5,4,1,1,1,1,1,0,7,2,3.7,0.0,0.0,11.938636363636364
1035,2986,u58,2013-05-10,4,8,3,11,1,1,1,1,1,5,4,1,0.0,14.208333333333332,20.523809523809522,0.0
1036,2987,u58,2013-05-11,3,6,3,4,1,1,1,1,0,1,1,5,0.0,19.695238095238096,22.606666666666666,20.420833333333334
1037,2988,u58,2013-05-12,2,3,2,3,1,1,1,1,1,1,5,1,0.0,21.150000000000002,15.138596491228073,309.26666666666665
1038,2989,u58,2013-05-13,1,3,2,2,1,1,1,1,1,12,1,2,3.35,10.200000000000001,109.58333333333333,17.918181818181818
1039,2990,u58,2013-05-14,1,4,3,2,1,1,1,1,0,5,2,3,0.0,20.21060606060606,23.169444444444448,27.062499999999996
1040,2991,u58,2013-05-15,1,2,4,3,1,1,1,1,1,3,3,8,0.0,17.594444444444445,22.619047619047617,27.053333333333335
