,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night
2705,u53,2013-04-14,5,5,8,5
2706,u53,2013-04-15,11,8,9,9
2707,u53,2013-04-16,12,12,0,13
2708,u53,2013-04-17,0,3,8,0
2709,u53,2013-04-18,7,7,7,7
2710,u53,2013-04-19,9,9,10,8
2711,u53,2013-04-20,11,11,13,12
2712,u53,2013-04-21,14,15,12,13
2713,u53,2013-04-22,12,12,20,11
2714,u53,2013-04-23,16,15,15,16
2715,u53,2013-04-24,21,8,10,15
2716,u53,2013-04-25,11,12,14,11
2717,u53,2013-04-26,13,14,14,13
2718,u53,2013-04-27,16,14,14,14
2719,u53,2013-04-28,13,12,13,15
2720,u53,2013-04-29,13,13,18,13
2721,u53,2013-04-30,18,15,17,36
2722,u53,2013-05-01,19,18,19,16
2723,u53,2013-05-02,19,0,10,20
2724,u53,2013-05-03,14,18,18,9
2725,u53,2013-05-04,9,4,18,24
2726,u53,2013-05-05,8,8,8,8
2727,u53,2013-05-06,1,11,13,8
2728,u53,2013-05-07,11,14,14,10
2729,u53,2013-05-08,2,7,8,0
2730,u53,2013-05-09,10,11,12,10
2731,u53,2013-05-10,12,12,12,13
2732,u53,2013-05-11,13,13,13,13
2733,u53,2013-05-12,16,15,15,16
2734,u53,2013-05-13,14,15,16,17
2735,u53,2013-05-14,16,16,16,16
2736,u53,2013-05-15,19,21,31,19
2737,u53,2013-05-16,21,21,20,27
2738,u53,2013-05-17,21,21,20,21
2739,u53,2013-05-18,0,0,0,20
2740,u53,2013-05-19,3,4,2,1
2741,u53,2013-05-20,8,10,11,4
2742,u53,2013-05-21,0,0,0,10
2743,u53,2013-05-22,2,7,7,0
2744,u53,2013-05-23,0,0,0,7
2745,u53,2013-05-25,5,6,7,0
2746,u53,2013-05-26,7,7,7,7
2747,u53,2013-05-27,7,7,7,7
2748,u53,2013-05-28,7,9,9,7
2749,u53,2013-05-29,12,15,16,10
2750,u53,2013-05-30,13,14,18,13
2751,u53,2013-05-31,6,6,6,6
2752,u54,2013-03-24,10,10,10,9
2753,u54,2013-03-25,10,10,10,10
2754,u54,2013-03-27,0,17,34,0
2755,u54,2013-03-28,17,32,42,21
2756,u54,2013-03-29,21,43,27,29
2757,u54,2013-03-30,24,32,32,28
2758,u54,2013-03-31,23,39,35,32
2759,u54,2013-04-01,0,20,21,35
2760,u54,2013-04-02,9,23,30,22
2761,u54,2013-04-03,21,19,33,17
2762,u54,2013-04-04,17,23,28,26
2763,u54,2013-04-05,18,26,32,27
2764,u54,2013-04-06,20,27,21,20
2765,u54,2013-04-07,0,18,32,12
2766,u54,2013-04-08,21,34,35,28
2767,u54,2013-04-09,27,27,30,27
2768,u54,2013-04-10,29,32,16,30
2769,u54,2013-04-11,10,20,24,11
2770,u54,2013-04-12,15,23,24,19
2771,u54,2013-04-13,23,11,24,29
2772,u54,2013-04-14,14,21,25,18
2773,u54,2013-04-15,13,30,30,29
2774,u54,2013-04-16,19,37,41,45
2775,u54,2013-04-17,30,38,42,39
2776,u54,2013-04-18,36,36,38,40
2777,u54,2013-04-19,34,43,47,36
2778,u54,2013-04-20,32,51,51,38
2779,u54,2013-04-21,39,13,26,51
2780,u54,2013-04-22,22,34,42,29
2781,u54,2013-04-23,32,44,43,46
2782,u54,2013-04-24,33,2,11,36
2783,u54,2013-04-25,21,23,22,22
2784,u54,2013-04-26,15,17,20,17
2785,u54,2013-04-27,20,34,14,23
2786,u54,2013-04-28,24,12,12,23
2787,u54,2013-04-29,5,13,22,18
2788,u54,2013-04-30,26,22,24,41
2789,u54,2013-05-01,22,37,28,21
2790,u54,2013-05-02,24,30,26,24
2791,u54,2013-05-03,15,23,13,21
2792,u54,2013-05-04,0,3,14,11
2793,u54,2013-05-05,3,9,16,11
2794,u54,2013-05-06,11,13,25,13
2795,u54,2013-05-07,12,17,27,36
2796,u54,2013-05-08,9,15,6,23
2797,u54,2013-05-09,2,12,2,14
2798,u54,2013-05-10,0,0,0,6
2799,u54,2013-05-29,31,21,21,32
2800,u54,2013-05-30,11,14,2,7
2801,u56,2013-03-24,8,8,10,7
2802,u56,2013-03-25,10,10,10,10
2803,u56,2013-03-26,10,10,0,10
2804,u56,2013-03-27,3,8,12,9
2805,u56,2013-03-28,8,12,12,15
2806,u56,2013-03-29,11,15,2,11
2807,u56,2013-03-30,1,2,6,1
2808,u56,2013-03-31,8,11,3,9
2809,u56,2013-04-01,7,8,9,8
2810,u56,2013-04-02,10,11,14,10
2811,u56,2013-04-03,6,11,6,7
2812,u56,2013-04-04,5,14,16,13
2813,u56,2013-04-05,15,20,5,15
2814,u56,2013-04-06,4,4,4,4
2815,u56,2013-04-07,4,4,6,4
2816,u56,2013-04-08,6,7,8,6
2817,u56,2013-04-09,7,7,7,7
2818,u56,2013-04-10,7,7,9,7
2819,u56,2013-04-11,8,8,8,8
2820,u56,2013-04-12,9,9,9,9
2821,u56,2013-04-13,9,9,9,9
2822,u56,2013-04-14,9,9,9,9
2823,u56,2013-04-15,9,9,9,9
2824,u56,2013-04-16,9,9,9,9
2825,u56,2013-04-17,9,9,9,9
2826,u56,2013-04-18,9,9,9,9
2827,u56,2013-04-19,10,10,10,9
2828,u56,2013-04-20,10,10,10,10
2829,u56,2013-04-21,10,10,10,10
2830,u56,2013-04-22,10,10,10,10
2831,u56,2013-04-23,10,10,10,10
2832,u56,2013-04-24,10,10,10,10
2833,u56,2013-04-25,10,10,10,10
2834,u56,2013-04-26,10,10,10,10
2835,u56,2013-04-27,10,10,10,10
2836,u56,2013-04-28,10,10,11,10
2837,u56,2013-04-29,11,11,11,11
2838,u56,2013-04-30,11,11,11,11
2839,u56,2013-05-01,11,11,11,11
2840,u56,2013-05-02,12,12,12,12
2841,u56,2013-05-03,12,12,12,12
2842,u56,2013-05-04,12,12,12,12
2843,u56,2013-05-05,12,12,12,12
2844,u56,2013-05-06,12,12,12,12
2845,u56,2013-05-07,12,12,12,12
2846,u56,2013-05-13,0,2,2,0
2847,u56,2013-05-14,2,2,3,2
2848,u56,2013-05-15,2,2,2,2
2849,u56,2013-05-16,3,3,3,3
2850,u56,2013-05-17,4,4,4,4
2851,u56,2013-05-18,4,4,4,4
2852,u56,2013-05-19,4,3,3,4
2853,u56,2013-05-20,3,3,3,3
2854,u56,2013-05-21,3,4,4,3
2855,u56,2013-05-22,4,4,4,4
2856,u56,2013-05-23,4,4,4,4
2857,u56,2013-05-24,4,4,4,4
2858,u56,2013-05-25,4,4,4,4
2859,u56,2013-05-26,4,0,2,4
2860,u56,2013-05-27,2,2,2,2
2861,u56,2013-05-28,3,0,3,3
2862,u56,2013-05-29,3,3,3,3
2863,u56,2013-05-30,3,4,4,3
2864,u56,2013-05-31,4,5,5,4
2865,u56,2013-06-01,5,5,0,5
2866,u56,2013-06-02,2,4,4,1
2867,u56,2013-06-03,4,4,5,4
2868,u56,2013-06-04,6,7,7,5
2869,u56,2013-06-05,4,6,0,8
2870,u57,2013-03-26,0,0,5,0
2871,u57,2013-03-27,5,12,11,8
2872,u57,2013-03-28,2,11,15,4
2873,u57,2013-03-29,8,16,20,13
2874,u57,2013-03-30,10,9,11,8
2875,u57,2013-03-31,1,10,8,8
2876,u57,2013-04-01,5,12,15,7
2877,u57,2013-04-02,9,21,8,12
2878,u57,2013-04-03,4,12,10,10
2879,u57,2013-04-04,10,19,7,13
2880,u57,2013-04-05,2,9,9,12
2881,u57,2013-04-06,9,6,16,10
2882,u57,2013-04-07,7,5,14,6
2883,u57,2013-04-08,3,12,15,4
2884,u57,2013-04-09,3,9,9,12
2885,u57,2013-04-10,9,14,14,15
2886,u57,2013-04-11,5,9,16,7
2887,u57,2013-04-12,10,14,18,13
2888,u57,2013-04-13,14,20,22,18
2889,u57,2013-04-14,10,12,16,23
2890,u57,2013-04-15,1,9,10,14
2891,u57,2013-04-16,7,14,13,10
2892,u57,2013-04-17,10,10,12,11
2893,u57,2013-04-18,10,15,12,13
2894,u57,2013-04-19,3,8,12,13
2895,u57,2013-04-20,8,16,8,8
2896,u57,2013-04-21,5,8,8,10
2897,u57,2013-04-22,2,8,9,6
2898,u57,2013-04-23,3,8,6,8
2899,u57,2013-04-24,5,15,11,9
2900,u57,2013-04-25,7,10,8,12
2901,u57,2013-04-26,4,11,12,7
2902,u57,2013-04-27,13,6,12,16
2903,u57,2013-04-28,7,7,11,7
2904,u57,2013-04-29,10,11,15,11
2905,u57,2013-04-30,10,15,12,12
2906,u57,2013-05-01,4,13,11,16
2907,u57,2013-05-02,7,11,10,15
2908,u57,2013-05-03,8,5,12,12
2909,u57,2013-05-04,4,7,11,8
2910,u57,2013-05-05,8,11,10,10
2911,u57,2013-05-06,10,11,16,12
2912,u57,2013-05-07,6,9,13,13
2913,u57,2013-05-08,5,16,13,13
2914,u57,2013-05-09,3,10,8,14
2915,u57,2013-05-10,6,10,14,6
2916,u57,2013-05-11,12,13,11,16
2917,u57,2013-05-12,2,9,7,5
2918,u57,2013-05-13,7,13,8,8
2919,u57,2013-05-14,6,17,15,11
2920,u57,2013-05-15,4,9,8,11
2921,u57,2013-05-16,4,13,15,7
2922,u57,2013-05-17,5,9,11,8
2923,u57,2013-05-18,7,11,13,8
2924,u57,2013-05-19,4,8,9,9
2925,u57,2013-05-20,2,8,14,10
2926,u57,2013-05-21,3,11,6,9
2927,u57,2013-05-22,3,12,16,12
2928,u57,2013-05-23,7,13,7,13
2929,u57,2013-05-24,6,9,7,8
2930,u57,2013-05-25,4,13,11,7
2931,u57,2013-05-26,7,14,14,7
2932,u57,2013-05-27,9,12,14,11
2933,u57,2013-05-28,5,8,8,4
2934,u57,2013-05-29,8,10,10,9
2935,u57,2013-05-30,6,12,10,9
2936,u57,2013-05-31,10,11,12,11
2937,u57,2013-06-01,10,16,13,12
2938,u57,2013-06-02,5,11,14,9
2939,u57,2013-06-03,14,20,21,18
2940,u57,2013-06-04,19,19,0,22
2941,u58,2013-03-26,0,0,12,0
2942,u58,2013-03-27,11,12,13,14
2943,u58,2013-03-28,10,11,12,13
2944,u58,2013-03-29,12,19,17,15
2945,u58,2013-03-30,11,14,16,13
2946,u58,2013-03-31,11,12,11,13
2947,u58,2013-04-01,11,17,12,11
2948,u58,2013-04-02,9,13,15,11
2949,u58,2013-04-03,1,4,13,19
2950,u58,2013-04-04,8,10,16,12
2951,u58,2013-04-05,7,8,10,11
2952,u58,2013-04-06,6,10,8,7
2953,u58,2013-04-07,1,7,8,10
2954,u58,2013-04-08,5,9,7,7
2955,u58,2013-04-09,6,10,12,9
2956,u58,2013-04-10,6,17,11,7
2957,u58,2013-04-11,5,0,13,7
2958,u58,2013-04-12,3,7,14,11
2959,u58,2013-04-13,1,6,6,11
2960,u58,2013-04-14,4,4,4,5
2961,u58,2013-04-15,4,4,7,4
2962,u58,2013-04-16,7,7,7,7
2963,u58,2013-04-17,6,7,8,7
2964,u58,2013-04-18,5,3,3,17
2965,u58,2013-04-19,3,4,7,5
2966,u58,2013-04-20,2,4,3,2
2967,u58,2013-04-21,3,7,4,6
2968,u58,2013-04-22,2,6,5,6
2969,u58,2013-04-23,4,5,7,8
2970,u58,2013-04-24,3,8,4,7
2971,u58,2013-04-25,4,4,6,5
2972,u58,2013-04-26,3,10,5,6
2973,u58,2013-04-27,3,8,6,4
2974,u58,2013-04-28,3,6,5,6
2975,u58,2013-04-29,4,6,5,5
2976,u58,2013-04-30,4,6,11,6
2977,u58,2013-05-01,4,7,4,4
2978,u58,2013-05-02,3,4,4,4
2979,u58,2013-05-03,3,6,6,4
2980,u58,2013-05-04,5,6,4,5
2981,u58,2013-05-05,5,4,8,6
2982,u58,2013-05-06,3,4,4,8
2983,u58,2013-05-07,3,4,5,4
2984,u58,2013-05-08,6,5,4,5
2985,u58,2013-05-09,4,6,5,4
2986,u58,2013-05-10,4,8,3,11
2987,u58,2013-05-11,3,6,3,4
2988,u58,2013-05-12,2,3,2,3
2989,u58,2013-05-13,1,3,2,2
2990,u58,2013-05-14,1,4,3,2
2991,u58,2013-05-15,1,2,4,3
2992,u58,2013-05-16,2,3,4,3
2993,u58,2013-05-17,1,2,4,3
2994,u58,2013-05-18,1,3,5,3
2995,u58,2013-05-19,4,5,4,4
2996,u58,2013-05-20,1,3,3,3
2997,u58,2013-05-21,1,5,4,2
2998,u58,2013-05-22,1,2,2,2
2999,u58,2013-05-23,1,3,3,2
3000,u58,2013-05-24,2,2,2,2
3001,u58,2013-05-25,1,3,2,2
3002,u58,2013-05-26,1,2,2,1
3003,u58,2013-05-27,1,3,4,2
3004,u58,2013-05-28,1,3,3,2
3005,u58,2013-05-29,2,2,0,2
3006,u59,2013-03-26,0,0,13,0
3007,u59,2013-03-27,10,20,22,22
3008,u59,2013-03-28,21,26,26,25
3009,u59,2013-03-29,28,29,37,29
3010,u59,2013-03-30,3,7,13,19
3011,u59,2013-03-31,12,12,9,10
3012,u59,2013-04-01,12,15,17,10
3013,u59,2013-04-02,18,17,18,18
3014,u59,2013-04-03,19,23,23,19
3015,u59,2013-04-04,23,23,37,23
3016,u59,2013-04-05,34,37,44,33
3017,u59,2013-04-06,25,27,14,35
3018,u59,2013-04-07,5,8,21,13
3019,u59,2013-04-08,15,19,12,21
3020,u59,2013-04-09,15,18,19,14
3021,u59,2013-04-10,5,6,11,5
3022,u59,2013-04-11,13,19,10,11
3023,u59,2013-04-12,14,17,19,12
3024,u59,2013-04-13,5,12,13,29
3025,u59,2013-04-14,17,20,9,14
3026,u59,2013-04-15,16,15,27,16
3027,u59,2013-04-16,0,11,10,27
3028,u59,2013-04-17,17,19,22,14
3029,u59,2013-04-18,12,14,14,16
3030,u59,2013-04-19,6,14,18,11
3031,u59,2013-04-20,18,21,21,18
3032,u59,2013-04-21,15,20,23,29
3033,u59,2013-04-22,17,32,35,27
3034,u59,2013-04-23,28,18,23,24
3035,u59,2013-04-24,8,4,9,22
3036,u59,2013-04-25,16,17,19,12
3037,u59,2013-04-26,19,25,15,19
3038,u59,2013-04-27,6,7,16,21
3039,u59,2013-04-28,16,14,17,17
3040,u59,2013-04-29,13,21,27,18
3041,u59,2013-04-30,24,18,15,25
3042,u59,2013-05-01,19,21,27,22
3043,u59,2013-05-02,7,13,12,10
3044,u59,2013-05-03,17,18,21,16
3045,u59,2013-05-04,7,10,16,19
3046,u59,2013-05-05,17,17,7,17
3047,u59,2013-05-06,11,17,20,9
3048,u59,2013-05-07,11,15,22,23
3049,u59,2013-05-08,10,14,14,16
3050,u59,2013-05-09,8,10,19,20
3051,u59,2013-05-10,11,18,9,11
3052,u59,2013-05-11,12,0,0,0
3053,u59,2013-05-12,15,20,20,0
3054,u59,2013-05-13,21,23,24,21
3055,u59,2013-05-14,9,0,0,5
3056,u59,2013-05-15,16,11,20,19
3057,u59,2013-05-16,7,16,10,12
3058,u59,2013-05-17,7,11,23,15
3059,u59,2013-05-18,12,7,9,16
3060,u59,2013-05-19,8,11,10,8
3061,u59,2013-05-20,14,14,17,14
3062,u59,2013-05-21,15,7,12,16
3063,u59,2013-05-22,13,18,19,13
3064,u59,2013-05-23,0,7,19,11
3065,u59,2013-05-24,15,16,18,19
3066,u59,2013-05-25,7,13,18,21
3067,u59,2013-05-26,9,7,14,8
3068,u59,2013-05-27,11,10,18,21
3069,u59,2013-05-28,11,13,26,19
3070,u59,2013-05-29,12,17,9,23
3071,u59,2013-05-30,6,11,15,7
3072,u59,2013-05-31,5,13,14,17
3073,u59,2013-06-01,16,6,0,13
3074,u59,2013-06-02,6,6,10,6
3075,u59,2013-06-03,14,15,17,16
3076,u59,2013-06-04,16,16,18,17
3077,u59,2013-06-05,19,17,20,17
3078,u59,2013-06-06,18,20,15,18
3079,u59,2013-06-07,9,9,14,18
3080,u59,2013-06-08,5,4,7,3
3081,u59,2013-06-09,8,8,10,8
3082,u59,2013-06-10,4,4,4,4
